,relationship
14001,ON
14002,at
14003,wear
14004,carry
14005,park on
14006,wear
14007,wear
14008,wear
14009,walk with
14010,carry
14011,wear
14012,walk on
14013,by side of
14014,on top of
14015,of
14016,of
14017,in
14018,ON
14019,drive under
14020,beside
14021,walk on
14022,wear
14023,in front of
14024,in front of
14025,on front of
14026,ON
14027,with
14028,ON
14029,place on
14030,contain a
14031,ON
14032,on front of
14033,in
14034,beyond
14035,ON
14036,beside
14037,wear
14038,in front of
14039,ON
14040,in
14041,park along
14042,park along
14043,park along
14044,park along
14045,park along
14046,hang above
14047,ON
14048,around
14049,in
14050,ON
14051,ON
14052,at
14053,top of
14054,top of
14055,ON
14056,of
14057,ON
14058,ON
14059,ON
14060,ON
14061,ON
14062,hold
14063,ON
14064,ON
14065,ON
14066,ON
14067,ON
14068,ON
14069,ON
14070,ON
14071,ON
14072,ON
14073,ON
14074,ON
14075,on top of
14076,walk on
14077,ON
14078,be in
14079,ON
14080,ON
14081,ON
14082,ON
14083,ON
14084,ON
14085,ON
14086,ON
14087,behind
14088,ON
14089,ON
14090,on pole
14091,above
14092,ON
14093,ON
14094,ON
14095,ON
14096,ON
14097,ON
14098,ON
14099,ON
14100,ON
14101,ON
14102,ON
14103,ON
14104,ON
14105,ON
14106,ON
14107,ON
14108,walk with
14109,wear
14110,wear
14111,ON
14112,ON
14113,ON
14114,in
14115,walk on
14116,wear
14117,walk down
14118,have
14119,wear
14120,be on
14121,be on
14122,wear
14123,in
14124,ON
14125,talk on
14126,in
14127,be in
14128,drive on
14129,walk down
14130,ON
14131,of
14132,ON
14133,have
14134,wear
14135,wear
14136,wear
14137,have
14138,ON
14139,ON
14140,ON
14141,wear
14142,with
14143,wear
14144,above
14145,wear
14146,wear
14147,with
14148,behind
14149,with
14150,front of
14151,front of
14152,ON
14153,with
14154,by
14155,ride
14156,have
14157,over
14158,in
14159,wear
14160,carry
14161,have
14162,wear
14163,ON
14164,ON
14165,ON
14166,hang from
14167,ON
14168,ON
14169,ON
14170,ON
14171,ON
14172,top of
14173,around
14174,ON
14175,ON
14176,ON
14177,in
14178,top of
14179,ON
14180,ON
14181,ON
14182,ON
14183,behind
14184,behind
14185,around
14186,around
14187,ON
14188,at
14189,ON
14190,ON
14191,ON
14192,of
14193,ON
14194,behind
14195,behind
14196,behind
14197,behind
14198,in
14199,around
14200,ON
14201,sit at
14202,over
14203,in front of
14204,ON
14205,in front of
14206,ON
14207,walk on
14208,walk on
14209,walk on
14210,in
14211,ON
14212,ON
14213,ON
14214,ON
14215,ON
14216,ON
14217,next to
14218,drive down
14219,wear
14220,hold
14221,hold
14222,with
14223,in front of
14224,carry
14225,wear
14226,in front of
14227,on top of
14228,ON
14229,ON
14230,ON
14231,ON
14232,walk across
14233,walk across
14234,walk across
14235,ON
14236,ON
14237,ON
14238,ON
14239,ON
14240,hang above
14241,ON
14242,ON
14243,ON
14244,ON
14245,ON
14246,cross
14247,with
14248,on top of
14249,wear
14250,write in
14251,in
14252,in
14253,in
14254,in
14255,in
14256,ON
14257,have
14258,have
14259,have a
14260,carry
14261,have a
14262,hang on
14263,have
14264,carry
14265,carry
14266,wear a
14267,carry
14268,look in
14269,inside
14270,have
14271,have
14272,have
14273,have
14274,of
14275,cross
14276,gather
14277,be for
14278,on a
14279,carry
14280,carry
14281,have
14282,with
14283,cross
14284,cross
14285,cross
14286,cross
14287,cross
14288,ON
14289,ON
14290,ON
14291,ON
14292,ON
14293,ON
14294,ON
14295,ON
14296,ON
14297,ON
14298,wear
14299,carry
14300,wear
14301,wear
14302,carry
14303,wear
14304,wear
14305,carry
14306,wear
14307,have
14308,wear
14309,above
14310,ON
14311,ON
14312,ON
14313,wear
14314,ON
14315,wear
14316,wear
14317,have
14318,have
14319,wear a
14320,wear
14321,carry a
14322,wear a
14323,hold
14324,wear
14325,ON
14326,ON
14327,wear
14328,ON
14329,have a
14330,ON
14331,wear
14332,wear
14333,wear
14334,wear
14335,wear
14336,wear
14337,on top of
14338,wear
14339,wear
14340,wear
14341,behind
14342,wear
14343,wear
14344,wear
14345,hold
14346,next to
14347,wear
14348,wear
14349,wear
14350,wear
14351,wear
14352,wear
14353,wear
14354,wear
14355,wear
14356,wear
14357,wear
14358,wear
14359,wear
14360,across
14361,on top of
14362,carry
14363,carry
14364,carry
14365,in front of
14366,carry
14367,wear
14368,wear
14369,wear
14370,wear
14371,carry
14372,wear
14373,ON
14374,ON
14375,ON
14376,ON
14377,on a
14378,walk on
14379,in
14380,ON
14381,have
14382,wear a
14383,wear
14384,ON
14385,ON
14386,wear
14387,ON
14388,wear by
14389,in
14390,ON
14391,stand on
14392,stand on
14393,stand on
14394,stand on
14395,stand on
14396,stand on
14397,stand on
14398,stand on
14399,stand on
14400,stand on
14401,of a
14402,of a
14403,of a
14404,of a
14405,of a
14406,of a
14407,of a
14408,of a
14409,of a
14410,of a
14411,wear
14412,wear
14413,have
14414,hang on
14415,ON
14416,wear
14417,ON
14418,wear
14419,have
14420,have
14421,wear
14422,hang on
14423,hang on
14424,wear
14425,wear
14426,wear
14427,wear
14428,have
14429,wear
14430,hang next to
14431,carry
14432,wear
14433,hang on
14434,hang on
14435,belong to
14436,wear
14437,hang on a
14438,ON
14439,ON
14440,ON
14441,ON
14442,ON
14443,ON
14444,on a
14445,ON
14446,ON
14447,beside
14448,ON
14449,ON
14450,ON
14451,ON
14452,ON
14453,beside
14454,ON
14455,in front of
14456,ON
14457,ON
14458,under
14459,have
14460,of
14461,from
14462,have
14463,park on
14464,park on
14465,mount on
14466,grow next to
14467,stand behind
14468,stand behind
14469,stand behind
14470,stand behind
14471,stand in
14472,stand in
14473,stand in
14474,stand in
14475,park on
14476,mount on
14477,build into
14478,build into
14479,mount on
14480,build into
14481,attach to
14482,hang in
14483,hang in
14484,hang in
14485,hang in
14486,hang in
14487,grow alongside
14488,park next to
14489,align in
14490,align in
14491,align in
14492,align in
14493,align in
14494,park on
14495,park on
14496,park on
14497,park on
14498,stand underneath
14499,stand underneath
14500,stand underneath
14501,stand underneath
14502,stand underneath
14503,of
14504,in
14505,ON
14506,in
14507,in
14508,belong to
14509,belong to
14510,belong to
14511,build into
14512,build into
14513,build into
14514,build into
14515,build into
14516,attach to
14517,mount on
14518,paint on
14519,paint on
14520,paint on
14521,paint on
14522,ON
14523,ON
14524,ON
14525,ON
14526,ON
14527,ON
14528,near
14529,ON
14530,ON
14531,ON
14532,ON
14533,ON
14534,ON
14535,ON
14536,in
14537,in
14538,ON
14539,ON
14540,on side of
14541,on side of
14542,on side of
14543,ON
14544,walk by
14545,ON
14546,ON
14547,wear
14548,ON
14549,ON
14550,of
14551,on side of
14552,ON
14553,have
14554,of
14555,ON
14556,drive
14557,under
14558,wear
14559,under
14560,by
14561,below
14562,have
14563,stand under
14564,under
14565,have
14566,in front of
14567,have
14568,on side of
14569,below
14570,have on
14571,ON
14572,on back of
14573,hang from
14574,have
14575,ON
14576,near
14577,wear
14578,in
14579,in
14580,ON
14581,ON
14582,near
14583,near
14584,near
14585,near
14586,near
14587,near
14588,near
14589,near
14590,near
14591,ON
14592,in
14593,in
14594,ON
14595,ON
14596,near
14597,in
14598,near
14599,in
14600,ON
14601,ON
14602,ON
14603,cast
14604,ON
14605,on side of
14606,in
14607,of
14608,ON
14609,of
14610,on side of
14611,of
14612,ON
14613,ON
14614,ON
14615,ON
14616,in
14617,ON
14618,ON
14619,of
14620,of
14621,ON
14622,ON
14623,ON
14624,on side of
14625,of
14626,ON
14627,on side of
14628,have
14629,have
14630,have
14631,have
14632,have
14633,have
14634,have
14635,have
14636,have
14637,have
14638,have
14639,ON
14640,for
14641,be in
14642,ON
14643,have
14644,ON
14645,above
14646,ON
14647,ON
14648,ON
14649,in
14650,on a
14651,on a
14652,on a
14653,on a
14654,ON
14655,ON
14656,ON
14657,ON
14658,ON
14659,ON
14660,in
14661,in
14662,carry a
14663,in
14664,walk on a
14665,walk on
14666,on side of
14667,carry a
14668,wear
14669,wear
14670,be on
14671,be on
14672,be on
14673,ON
14674,be on
14675,be on
14676,on
14677,be on
14678,on top of
14679,on top of
14680,on top of
14681,on top of
14682,on top of
14683,on top of
14684,on top of
14685,on top of
14686,on top of
14687,on top of
14688,on side of
14689,wear
14690,wear
14691,wear
14692,in
14693,have
14694,ON
14695,ON
14696,ON
14697,ON
14698,ON
14699,ON
14700,ON
14701,ON
14702,on side of
14703,on side of
14704,on side of
14705,on side of
14706,on side of
14707,on side of
14708,on side of
14709,on side of
14710,on side of
14711,on top of
14712,on side of
14713,on side of
14714,on top of
14715,on top of
14716,on side of
14717,on top of
14718,wear
14719,wear a
14720,across
14721,sit near
14722,wear
14723,in
14724,make of
14725,ON
14726,ON
14727,near
14728,near
14729,in
14730,ON
14731,near
14732,near
14733,near
14734,near
14735,near
14736,near
14737,near
14738,near
14739,near
14740,near
14741,ON
14742,in front of
14743,in front of
14744,in front of
14745,near
14746,in
14747,in
14748,wear
14749,along
14750,ON
14751,ON
14752,ON
14753,be in
14754,be in
14755,have
14756,by
14757,in
14758,ON
14759,ON
14760,of
14761,below
14762,by
14763,in
14764,beneath
14765,behind
14766,behind
14767,beneath
14768,below
14769,on top of
14770,contain
14771,on top of
14772,on top of
14773,ON
14774,in
14775,ON
14776,on top of
14777,on top of
14778,in
14779,ON
14780,ON
14781,in
14782,ON
14783,ON
14784,ON
14785,wear
14786,have
14787,have
14788,under
14789,above
14790,near
14791,near
14792,at
14793,ON
14794,ON
14795,ON
14796,ON
14797,ON
14798,ON
14799,ON
14800,in
14801,ON
14802,in
14803,wear
14804,in
14805,by
14806,in
14807,near
14808,in
14809,ON
14810,behind
14811,in middle of
14812,on side of
14813,on side of
14814,on side of
14815,on side of
14816,on side of
14817,on side of
14818,on side of
14819,on side of
14820,on side of
14821,on side of
14822,on side of
14823,in middle of
14824,on side of
14825,on top of
14826,next to
14827,on top of
14828,on top of
14829,on side of
14830,in front of
14831,in front of
14832,on top of
14833,on front of
14834,on edge of
14835,on top of
14836,near
14837,near
14838,on top of
14839,in middle of
14840,graze in
14841,on far side of
14842,have
14843,in middle of
14844,near
14845,have
14846,in middle of
14847,have
14848,have
14849,in middle of
14850,in middle of
14851,in middle of
14852,graze in
14853,graze in
14854,in side of
14855,in side of
14856,in side of
14857,in side of
14858,on side of
14859,graze on
14860,lay down in
14861,near
14862,walk next to
14863,have
14864,ON
14865,ON
14866,in
14867,ON
14868,in
14869,on top
14870,have
14871,have
14872,sit on
14873,stand in
14874,on top
14875,lay down in
14876,stand in
14877,in
14878,in
14879,in
14880,in
14881,in
14882,ON
14883,of
14884,by
14885,ON
14886,ON
14887,ON
14888,ON
14889,by
14890,ON
14891,to
14892,have
14893,in
14894,in
14895,in
14896,in
14897,in
14898,in
14899,in
14900,in
14901,in
14902,in
14903,in
14904,in
14905,in
14906,in
14907,in
14908,in
14909,in
14910,in
14911,in
14912,in
14913,in
14914,in
14915,in
14916,in
14917,in
14918,in
14919,in
14920,in
14921,in
14922,in
14923,in
14924,in
14925,in
14926,in
14927,in
14928,in
14929,in
14930,in
14931,in
14932,in
14933,in
14934,ON
14935,on top of
14936,on top of
14937,near
14938,ON
14939,on top of
14940,front of
14941,hold
14942,ON
14943,lean on
14944,ON
14945,ON
14946,stand by
14947,have
14948,ON
14949,lay on
14950,have
14951,ON
14952,ON
14953,ON
14954,ON
14955,ON
14956,have
14957,ON
14958,have
14959,in
14960,ON
14961,ON
14962,ON
14963,ON
14964,hang on
14965,have
14966,in
14967,on top of
14968,curl around
14969,under
14970,ON
14971,ON
14972,ON
14973,in
14974,ON
14975,ON
14976,ON
14977,ON
14978,ON
14979,ON
14980,ON
14981,ON
14982,ON
14983,ON
14984,with
14985,ON
14986,on side of
14987,ON
14988,under
14989,ON
14990,with
14991,ON
14992,ON
14993,ON
14994,ON
14995,ON
14996,ON
14997,ON
14998,ON
14999,ON
15000,ON
15001,ON
15002,ON
15003,ON
15004,next to
15005,next to
15006,next to
15007,next to
15008,over
15009,on top of
15010,on a
15011,in
15012,in
15013,above
15014,on an
15015,ON
15016,stand on
15017,stand on
15018,ON
15019,ON
15020,stand on
15021,stand on
15022,ON
15023,in
15024,wear
15025,behind
15026,in
15027,ON
15028,near
15029,near
15030,near
15031,near
15032,have
15033,in
15034,by
15035,in
15036,ON
15037,fly over
15038,in
15039,in
15040,ON
15041,ON
15042,hang from
15043,stand on
15044,ON
15045,on a
15046,ON
15047,wear a
15048,at top of
15049,ON
15050,to right of
15051,over
15052,behind
15053,tie to
15054,in
15055,ON
15056,in
15057,ON
15058,near
15059,ON
15060,of
15061,in
15062,in
15063,ON
15064,ON
15065,ON
15066,ON
15067,within
15068,within
15069,ON
15070,in
15071,ON
15072,ON
15073,ON
15074,ON
15075,ON
15076,ON
15077,ON
15078,ON
15079,ON
15080,ON
15081,ON
15082,ON
15083,ON
15084,in front of
15085,in a
15086,in
15087,with a
15088,ON
15089,ON
15090,ON
15091,ON
15092,ON
15093,ON
15094,ON
15095,ON
15096,ON
15097,ON
15098,near
15099,with a
15100,over
15101,have
15102,walk on
15103,walk on
15104,play on
15105,have
15106,watch
15107,carry
15108,ON
15109,wear
15110,sit on
15111,have
15112,have
15113,have
15114,stand behind
15115,ON
15116,have
15117,walk on
15118,sit in
15119,have
15120,ON
15121,be on
15122,ON
15123,walk on
15124,sit on
15125,have
15126,have
15127,in
15128,in
15129,shine through
15130,ON
15131,ON
15132,ON
15133,of
15134,of
15135,of
15136,of
15137,ON
15138,ON
15139,ON
15140,ON
15141,ON
15142,ON
15143,ON
15144,ON
15145,under
15146,ON
15147,ON
15148,ON
15149,ON
15150,ON
15151,park next to
15152,park
15153,attach to
15154,attach to
15155,paint on
15156,above
15157,have
15158,have
15159,be on
15160,tie to
15161,tie to
15162,park in
15163,in
15164,in
15165,in
15166,in
15167,tie to
15168,tie to
15169,in
15170,in
15171,under
15172,have
15173,ON
15174,park next to
15175,understand
15176,tie
15177,next to
15178,ON
15179,ON
15180,have
15181,ON
15182,ON
15183,have
15184,have
15185,ON
15186,have
15187,in
15188,in
15189,ON
15190,alongside
15191,stand in
15192,in
15193,ON
15194,of
15195,ON
15196,ON
15197,in
15198,by
15199,ON
15200,ON
15201,in
15202,ON
15203,next to
15204,in
15205,ON
15206,ON
15207,of
15208,behind
15209,have
15210,have
15211,have
15212,next to
15213,have
15214,in
15215,ON
15216,ON
15217,have
15218,have
15219,have
15220,have
15221,ON
15222,ON
15223,have
15224,have
15225,have
15226,have a
15227,have
15228,have
15229,have
15230,ON
15231,have a
15232,have a
15233,have
15234,cover in
15235,have
15236,ON
15237,with
15238,stand in front of
15239,print with
15240,stand on
15241,of
15242,with
15243,in
15244,ON
15245,ON
15246,ON
15247,ON
15248,ON
15249,ON
15250,ON
15251,ON
15252,have
15253,ON
15254,in front of
15255,stand in
15256,of
15257,of
15258,of
15259,of
15260,of
15261,of
15262,of
15263,of
15264,in
15265,wear
15266,in
15267,in
15268,hold on to
15269,in
15270,throw
15271,in
15272,with
15273,ON
15274,sit in
15275,wear
15276,throw
15277,have
15278,have
15279,have
15280,have
15281,have
15282,have
15283,have
15284,have
15285,have
15286,have
15287,have
15288,have
15289,have
15290,have
15291,have
15292,have
15293,have
15294,have
15295,have
15296,have
15297,have
15298,have
15299,have
15300,have
15301,have
15302,have
15303,hs
15304,have
15305,have
15306,have
15307,have
15308,have
15309,have
15310,have
15311,have
15312,have
15313,have
15314,of
15315,ON
15316,ON
15317,ON
15318,ON
15319,ON
15320,ON
15321,attach to
15322,attach to
15323,ON
15324,on bottom of
15325,attach to
15326,ON
15327,of
15328,on bottom of
15329,attach to
15330,attach to
15331,ON
15332,have a
15333,have
15334,have a
15335,ON
15336,ON
15337,of
15338,ON
15339,on top of
15340,have
15341,have a
15342,contain
15343,ON
15344,on top of
15345,of
15346,of
15347,of
15348,on top of
15349,ON
15350,of
15351,of
15352,next to
15353,of
15354,ON
15355,ON
15356,ON
15357,stripe on
15358,ON
15359,ON
15360,up on
15361,graze in
15362,ON
15363,in
15364,have
15365,ON
15366,ON
15367,on edge of
15368,in
15369,have
15370,have
15371,have
15372,behind
15373,in
15374,full of
15375,full of
15376,full of
15377,of
15378,in
15379,in
15380,in
15381,above
15382,above
15383,above
15384,in
15385,reflect on
15386,reflect on
15387,in
15388,in
15389,in
15390,in
15391,above
15392,above
15393,in
15394,in
15395,behind
15396,behind
15397,ON
15398,ON
15399,ON
15400,ON
15401,ON
15402,ON
15403,ON
15404,ON
15405,ON
15406,ON
15407,in
15408,in
15409,in front of
15410,behind
15411,in
15412,ON
15413,behind
15414,set in
15415,set
15416,set in
15417,of a
15418,of a
15419,of a
15420,of a
15421,of a
15422,of a
15423,stand by
15424,of a
15425,of a
15426,of a
15427,of a
15428,ON
15429,ON
15430,ON
15431,ON
15432,ON
15433,have
15434,ON
15435,wear
15436,in
15437,ON
15438,in
15439,wear
15440,inside
15441,wear
15442,have
15443,have
15444,have
15445,have
15446,have
15447,have
15448,have
15449,have
15450,have
15451,have
15452,in
15453,have
15454,have
15455,have
15456,have
15457,have
15458,have
15459,have
15460,have
15461,have
15462,have
15463,have
15464,have
15465,in
15466,in
15467,in
15468,have
15469,have
15470,have
15471,have
15472,have
15473,have
15474,have
15475,have
15476,have
15477,have
15478,have
15479,in
15480,have
15481,have
15482,have
15483,hang from
15484,have
15485,have
15486,in
15487,have
15488,have
15489,have
15490,have
15491,have
15492,have
15493,have
15494,dark than
15495,have
15496,have
15497,have
15498,have
15499,have
15500,have
15501,have
15502,have
15503,have
15504,have
15505,in
15506,in
15507,cover
15508,have
15509,have
15510,have
15511,have
15512,have
15513,ON
15514,ON
15515,lick
15516,have
15517,ON
15518,have
15519,have
15520,have
15521,have
15522,have
15523,in
15524,in
15525,leap out
15526,in
15527,ON
15528,in
15529,ON
15530,in
15531,in
15532,in
15533,in
15534,in
15535,in
15536,ON
15537,ON
15538,of
15539,of
15540,in
15541,of
15542,of
15543,of
15544,of
15545,of
15546,of
15547,of
15548,of
15549,of
15550,of
15551,hold
15552,have
15553,ON
15554,cast
15555,stand
15556,lay
15557,lay
15558,lay
15559,lay
15560,ON
15561,of
15562,of
15563,of
15564,ON
15565,holds
15566,have light brown
15567,ON
15568,ON
15569,ON
15570,ON
15571,ON
15572,ON
15573,over
15574,under
15575,under
15576,be near
15577,be in
15578,over
15579,b
15580,b
15581,beside
15582,have
15583,beside
15584,in
15585,under
15586,over
15587,next to
15588,near
15589,near
15590,in
15591,have
15592,next to
15593,ON
15594,have
15595,next to
15596,ON
15597,ON
15598,have
15599,have
15600,have
15601,have
15602,in front of
15603,in front of
15604,with
15605,in front of
15606,in front of
15607,above a
15608,with
15609,with
15610,ON
15611,ON
15612,ON
15613,ON
15614,ON
15615,ON
15616,ON
15617,ON
15618,ON
15619,ON
15620,ON
15621,ON
15622,ON
15623,ON
15624,ON
15625,ON
15626,on side of
15627,ON
15628,ON
15629,near
15630,near
15631,near
15632,near
15633,have
15634,have
15635,make of
15636,ON
15637,near
15638,between
15639,near
15640,near
15641,near
15642,not
15643,be near
